name,location,rate,cost
The Shawarma Shop,BTM,4.1,250
Sri Vishnu Park,BTM,3.8,350
Onesta,JP Nagar,4.4,600
Sri Udupi Food Hub,Jayanagar,4.1,500
Samosa Singh,JP Nagar,4.0,200
Kanti Sweets,JP Nagar,4.0,400
Prasiddhi Food Corner,JP Nagar,3.7,200
Brundhavana Food Point,Kumaraswamy Layout,4.0,300
Pathaan Sir,BTM,3.9,250
Sankranthi Veg Restaurant,BTM,3.0,600
Roll Over,JP Nagar,4.1,500
Chai Point,Jayanagar,3.2,250
Galito's,Bannerghatta Road,4.6,1000
Odissi Restaurant,BTM,2.9,500
Dande's Hyderabad Biryani,Bannerghatta Road,3.8,700
Marwa Restaurant,Bannerghatta Road,3.5,600
Patio 805,Jayanagar,4.1,1200
Yum In My Tum,BTM,4.2,300
Chokha Chowka,BTM,3.9,400
Bangalore Agarwal Bhavan,Jayanagar,3.9,400
Amontron,BTM,3.9,650
Olive - Era,Kumaraswamy Layout,3.3,700
Mast Punjabi,Kumaraswamy Layout,2.6,400
Ashirvaad Grand,BTM,4.0,400
Vijayalakshmi Veg,Jayanagar,3.9,200
Desi Dawat,Kumaraswamy Layout,3.7,400
Firangi Bake,Bannerghatta Road,4.0,600
Punjabi Food Corner,JP Nagar,3.0,400
Tummy Fuel,Jayanagar,4.2,400
Taaza Mithai,JP Nagar,3.9,100
The Spice Saga,Kumaraswamy Layout,3.7,750
Gorbandh,BTM,4.0,400
Mitraa Da Pizza,Kumaraswamy Layout,3.8,250
Stories,JP Nagar,4.2,1200
Zaitoon,JP Nagar,4.1,1000
Savoury - Sea Shell Restaurant,Bannerghatta Road,3.9,900
Cold Stone Creamery,Bannerghatta Road,3.9,400
Taco Bell,Bannerghatta Road,3.7,600
Kundana,Bannerghatta Road,3.7,800
Rustic Stove,Jayanagar,3.8,900
Grills & Rolls,JP Nagar,2.5,400
Magix's Parattha Roll,BTM,3.8,400
Mealer.in,JP Nagar,4.0,450
Upahara Darshini,Jayanagar,4.0,400
PHEW (Play Hard Eat Wild),BTM,3.9,700
Shakes Theory,Jayanagar,4.5,300
Bhojohori Manna,JP Nagar,3.7,650
The Belgian Waffle Co.,Jayanagar,3.8,350
Amritsari Kulcha Land,JP Nagar,4.0,300
Shagun Sweets & Foods,BTM,3.5,400
Bikaner Jn,JP Nagar,3.9,300
Protein Grillhouse,Jayanagar,4.2,800
Dreamcatcher,Bannerghatta Road,3.9,600
Momo Jojo,JP Nagar,4.3,300
Dwaraka Krishna,BTM,3.7,500
Waffle Head,BTM,4.0,300
Mystique Palate,Jayanagar,4.1,300
Dwaraka Grand,Kumaraswamy Layout,3.9,500
@Italy,Kumaraswamy Layout,4.1,700
Deejas Kitchen,Bannerghatta Road,3.9,400
Wat-a-Burger!,Jayanagar,4.0,500
Brewsky,JP Nagar,4.3,1600
Slate Cafe,JP Nagar,4.1,600
Chow San,Bannerghatta Road,3.0,500
Oogway Express,JP Nagar,3.9,600
Tiwari's,Jayanagar,3.8,200
Laddoos,BTM,3.4,250
BANGALORE BOX,BTM,4.1,1500
McDonald's,Bannerghatta Road,4.0,500
Mr. Singh Da Dhaba,Kumaraswamy Layout,3.6,300
Bathinda Junction,BTM,3.8,600
Domino's Pizza,Bannerghatta Road,3.0,400
The Hunger Room,JP Nagar,3.9,400
Pappu Chaiwalla,BTM,3.1,350
Stoned Monkey,Banashankari,4.3,500
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,4.1,1200
Biggies Burger 'n' More,JP Nagar,4.1,650
Biryani Miya,JP Nagar,3.7,600
Pure & Natural,Jayanagar,3.9,500
Cravy Wings,Bannerghatta Road,4.2,400
Waffle Walle,Bannerghatta Road,4.4,500
Pancuzzi,JP Nagar,4.2,600
Khan Saheb Grills and Rolls,Jayanagar,3.9,350
Chavadi,Bannerghatta Road,4.4,1200
Vakulaa Veg Restaurant,Jayanagar,3.9,200
Bhavani Chats N Juice,Jayanagar,3.9,200
Bake Addiction,JP Nagar,4.1,500
More Pizza,JP Nagar,3.8,450
Pizza Stop,JP Nagar,3.9,600
WOW! Momo,BTM,2.8,400
Go Native,Jayanagar,4.3,800
Rooftop Cafe,Jayanagar,4.1,400
Cucumber Town,BTM,4.2,600
The Egg Factory,JP Nagar,4.0,750
LIT Gastro Pub,Jayanagar,3.7,1000
Sai Abhiruchi,BTM,3.8,800
Vinaya Coffee Moments,JP Nagar,3.8,450
Punjabi Swag,BTM,3.9,500
WAFL,Bannerghatta Road,4.0,400
Sukh Sagar,Jayanagar,3.8,450
Asha Sweets Centre,JP Nagar,3.9,250
Ande Ka Funda,Kumaraswamy Layout,3.3,250
Zeeshan,JP Nagar,3.1,700
Machali Port,JP Nagar,3.9,750
Rock Stone Ice Cream Factory,BTM,4.0,230
Meat And Eat,JP Nagar,3.7,500
Dakshin Cafe,JP Nagar,4.1,100
Sandwich Mama's And Frozen Monster,Jayanagar,3.8,250
Bun Town,BTM,4.0,500
Ovenstory Pizza,Bommanahalli,3.8,750
The Bong Palate,BTM,3.8,300
Karma Kaapi,Jayanagar,4.4,250
Ice Cream Works,Jayanagar,4.1,300
Ivy,Kumaraswamy Layout,3.8,600
Waffle Stories,BTM,4.0,300
Magic Meals,Jayanagar,3.7,400
Rajathadri Food Fort,Jayanagar,4.0,600
Bubblewrap Waffle Co.,Jayanagar,4.4,400
The Coastal Crew by Fujian on 24th,JP Nagar,4.2,1100
Two Friends Cauldron,JP Nagar,4.1,700
Salut,Jayanagar,4.1,1200
Crumb Together,JP Nagar,4.1,1200
Navami,Jayanagar,3.5,750
The Chocolate Room,JP Nagar,3.9,400
Tempteys,BTM,4.2,500
The Chervil,JP Nagar,4.1,1000
Krazzy Folds,Jayanagar,4.3,800
Shake It Off,Jayanagar,4.4,600
Hatti Kaapi,Jayanagar,4.0,200
Thyme & Whisk,Jayanagar,3.9,800
Maiyas,Jayanagar,4.0,200
Checkpost,JP Nagar,4.1,600
Cafe Ajfan,Jayanagar,4.2,700
Baba Chatkora,JP Nagar,,1000
Intalia,Bannerghatta Road,3.6,800
Chai Kraft,Jayanagar,4.1,100
I Cool,JP Nagar,4.0,150
Woodee Pizza,JP Nagar,2.7,500
City Durbar,Jayanagar,3.7,450
Ibaco,Jayanagar,4.0,300
On The Nose,BTM,3.8,600
Mug N Bean,Jayanagar,3.9,400
Mockaholic Restro Beer Cafe,JP Nagar,3.9,1000
Vinaya Cafe,JP Nagar,3.7,200
The Krishna Grand Xpress,Jayanagar,4.0,350
Bakers Town,Kumaraswamy Layout,3.8,600
Kirthi's Biryani,Banashankari,3.8,700
Funky Punjab,JP Nagar,3.9,500
World of Waffles,JP Nagar,3.9,400
Paratha Plaza,JP Nagar,3.8,250
Berrylicious,JP Nagar,3.8,400
Dr. Sheesha,JP Nagar,4.1,800
The Foodyz,JP Nagar,3.7,500
Nourich,JP Nagar,,800
Udupi Thaja Thindi,BTM,2.9,250
Brew Meister,Jayanagar,4.1,1500
Waffle-A-Go Go,Banashankari,3.9,400
Vaathsalya Millet Cafe,JP Nagar,4.1,500
Paratha Junction,Jayanagar,3.3,300
Hang10 Resto N Cafe,BTM,3.8,700
Ruh's Cafe,BTM,4.1,500
Watson's,JP Nagar,4.0,1300
Vyanjan,BTM,3.9,300
Dream a Dozen,JP Nagar,4.3,300
Aramane Donne Briyani,JP Nagar,3.9,300
Pop Hop,Jayanagar,4.1,300
Calorie Express,BTM,3.6,450
Chung Wah Opus,JP Nagar,3.0,650
Simply Indian,Bannerghatta Road,3.9,800
Pappu Da Dhaba,Jayanagar,3.0,400
Aramane Restaurant,Bannerghatta Road,2.9,800
Alankrutha,BTM,3.9,500
Meghana Foods,Jayanagar,4.5,600
Bottle Breacher,JP Nagar,4.1,1200
Litti Twist,BTM,4.2,300
The Airos,Jayanagar,4.1,650
Parisar Veg Restaurant,Bommanahalli,3.6,400
Andhra Kitchen,BTM,4.0,400
1441 Pizzeria,JP Nagar,4.1,800
Midnight Mania,BTM,4.1,700
Churchill's,JP Nagar,4.1,1100
Prems Graama Bhojanam,Jayanagar,4.3,400
Chicken Man,JP Nagar,3.8,400
Brews N Bites,Bannerghatta Road,2.7,650
Euki,Jayanagar,4.1,900
Sea Spice by 7 Star,Banashankari,4.0,1200
Cafe Vivacity,Banashankari,3.8,650
Aramane Donne Biriyani,BTM,3.9,300
Woody's,JP Nagar,2.6,650
Goa 0 Km,Kumaraswamy Layout,3.6,800
Garma Garam,Bannerghatta Road,3.2,350
Chaitanya Cafe,JP Nagar,3.9,300
Kalpavriksha Upahara,Jayanagar,3.9,400
Caffe Pascucci,JP Nagar,4.0,1300
Chocoberry,Jayanagar,3.5,400
Sattvam,JP Nagar,4.3,1200
Birinz,BTM,4.1,700
Waah Biryani,JP Nagar,3.8,350
Mangalore Pearl,Jayanagar,3.8,650
Andhra Ruchulu,JP Nagar,4.2,800
Smoke - The Sizzler House,Bannerghatta Road,3.8,1100
Hyderabad Biryaani House,Bannerghatta Road,3.6,550
The Blue Wagon - Kitchen,Jayanagar,4.6,400
Gyani Da Punjabi Dhaba,BTM,3.9,500
Willys Top Cafe,Jayanagar,4.0,750
Rajanna Military Hotel,Jayanagar,4.1,400
New Friends,BTM,3.8,900
Hotel Aradhana,Bannerghatta Road,3.7,300
The Trundle,Jayanagar,3.7,700
Biryani Junction,Bommanahalli,2.3,450
Anjappar,JP Nagar,3.1,650
Hyderabadi Bawarchi,Bannerghatta Road,3.2,500
Ice Land,JP Nagar,3.6,300
Kesariya,JP Nagar,4.2,1200
Rara Avis,JP Nagar,3.9,400
Funky Punjab,BTM,3.8,400
Srikrishna Bhavan,Banashankari,3.8,300
D View Cafe,JP Nagar,4.0,1000
Multi Cakes,JP Nagar,3.8,200
Apsara Ice Cream,JP Nagar,4.3,200
Shuddh Desi Khana,Bannerghatta Road,4.1,400
Basmati Delights,BTM,4.0,500
Dosa Bazaar,JP Nagar,4.0,200
Mudpipe Cafe,JP Nagar,3.9,800
The Krishna Grand,Banashankari,3.9,750
Dev's Gugababa,BTM,3.5,500
Rajdhani Thali Restaurant,Bannerghatta Road,3.9,900
Cross Road Cafe,Jayanagar,3.9,300
Skytouch Le Cafe,JP Nagar,3.7,700
Athithi Grand Restaurant,Kanakapura Road,3.0,700
Kakal-Kai Ruchi,JP Nagar,3.7,500
Bangaliana,Bannerghatta Road,2.9,600
Tandoor Garden,BTM,3.6,350
Sreeraj Lassi Bar,Jayanagar,4.1,150
Nandhana Palace,JP Nagar,4.3,800
New Prashanth Hotel,Jayanagar,3.6,750
Flow - Terrace Bar & Grill,JP Nagar,3.8,1000
Aniram's,JP Nagar,4.1,500
Crafted Plate,JP Nagar,4.2,600
Chulha Chauki Da Dhaba,JP Nagar,4.3,800
BIB - Breakfast in the Box,Bannerghatta Road,3.8,600
Desi Rasoi,Jayanagar,3.8,600
Ambara Gardenia,Bannerghatta Road,3.8,800
Punjabi Corner,Bannerghatta Road,3.9,250
Shanghai Court,Bannerghatta Road,4.2,700
Anand Sweets and Savouries,Jayanagar,3.9,400
Chung Wah,Bannerghatta Road,4.0,800
Rithika's Kitchen,JP Nagar,3.8,350
Nandhini Paradise,JP Nagar,3.8,600
Mainland China,Jayanagar,4.3,1700
Nanna Munna Paratha House,BTM,4.0,300
Biriyani Mane,Jayanagar,3.9,400
Shetty's Kitchen,Bannerghatta Road,3.7,600
Food Springs,Jayanagar,4.0,400
Coastal Mama,JP Nagar,4.1,700
Gud Dhani,BTM,4.0,500
Sree Krishna Kafe,JP Nagar,3.9,200
Zhang's - Chinese Restaurant,JP Nagar,4.1,700
The Jade Kitchen,JP Nagar,4.0,600
Daily Bread,JP Nagar,3.2,600
Royal Paris,BTM,3.9,1000
Tasty Bites,JP Nagar,3.8,450
Beach Hut,JP Nagar,3.5,650
Curry Leaves,Jayanagar,3.8,600
Oye Amritsar,JP Nagar,3.8,600
Tandoor And Spice,JP Nagar,4.0,550
Nouvelle Garden,JP Nagar,3.7,900
Rajvardhan Foods,Jayanagar,3.9,300
Rolls On Wheels,JP Nagar,3.1,300
Royal Chef Naati Oota,JP Nagar,4.0,500
Baba Ka Dhaba,BTM,3.7,400
The Yellow Chilli,Jayanagar,3.8,1200
Mast Kalandar,JP Nagar,2.3,450
Brewz Coffee,BTM,3.0,650
Punjabi Raswada,Jayanagar,3.5,800
Petoo,JP Nagar,3.7,800
Namma Kudla,JP Nagar,4.0,400
Indus Family Restaurant,BTM,3.8,600
Casa Piccosa,JP Nagar,4.1,1100
Deccan Spice,JP Nagar,3.5,750
NEW SUNRISE RESTAURANTS,JP Nagar,2.7,500
Andhra Grills,JP Nagar,3.0,800
Night Panda,JP Nagar,2.9,500
Spice Up,JP Nagar,3.8,600
Dal Roti,JP Nagar,3.7,150
Central Jail Restaurant,Jayanagar,3.8,700
Davangere Benna Dose Hotel,Jayanagar,4.1,100
Nite Out,JP Nagar,3.9,500
Jalpaan,Jayanagar,4.0,900
Bella,Jayanagar,3.9,1000
Vindu Andhra Ruchulu,Jayanagar,3.8,800
Kataria's Pakwan,Kumaraswamy Layout,3.3,400
Cable Car,Jayanagar,4.3,1000
TGI Fridays,Bannerghatta Road,3.9,1700
Punjabi Times,Bannerghatta Road,4.1,1000
Mandi,JP Nagar,3.8,800
Swad Restaurant,BTM,3.7,550
Kabab Treat,Bannerghatta Road,2.8,500
Zhangs Classic,Bannerghatta Road,2.6,600
Mango Tree- The Beer Garden,JP Nagar,4.1,1200
Kollapuri's,Jayanagar,3.6,600
Bawarchi Inn,BTM,3.1,600
Pallavi North Indian Veg Restaurant,JP Nagar,3.7,450
Tongue Twisters,BTM,3.5,350
Nagarjuna,Bannerghatta Road,4.2,800
Narmadha's Hyderabad Biriyani,BTM,3.9,550
Vaho Kafe & Pressery,Bannerghatta Road,3.9,500
Athithi,Bannerghatta Road,2.8,650
Coastal Inn,Bannerghatta Road,3.4,800
Night Bell,South Bangalore,3.1,450
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,3.8,1350
Melt - Eden Park,JP Nagar,4.0,1000
Status,Bannerghatta Road,3.3,600
Flavour of China,BTM,3.8,550
Late Night,Kumaraswamy Layout,3.7,500
Desi Vibes,BTM,3.7,600
Eshanya,Jayanagar,4.1,1000
Sagar Fast Food,BTM,3.7,300
Siddique Kabab Centre,Jayanagar,3.1,550
Targaryen's Kitchen,JP Nagar,3.6,600
Sri Bhagya Grand,Bannerghatta Road,3.4,450
Desi Cream Junction,Jayanagar,3.7,650
BOX8- Desi Meals,Bannerghatta Road,4.1,500
Mojo Pizza - 2X Toppings,BTM,4.3,600
The Lounge - Eden Park Restaurants,Jayanagar,3.8,1350
Chef Master,Jayanagar,3.8,300
Malhar Maharashtrian Cuisine,Bannerghatta Road,4.0,500
Natural Ice Cream,Bannerghatta Road,4.3,200
La Casa,Jayanagar,3.7,800
New Kabab Plaza,BTM,3.7,500
The Ganache Factory,Jayanagar,4.2,400
Hari Super Sandwich,Jayanagar,4.1,200
Dilish Kitchens,BTM,3.7,500
Guru Garden,Bannerghatta Road,2.9,450
Divina - Eden Park Restaurants,Jayanagar,4.0,400
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Kumaraswamy Layout,3.9,550
Pabrai's Fresh and Naturelle Icecreams,BTM,3.7,300
Tandoor Hut,Bannerghatta Road,2.2,750
The Denny's,Jayanagar,3.7,900
Vasudev Adiga's,Bannerghatta Road,2.3,250
Kamat Swaad,JP Nagar,3.9,400
Parivar,Jayanagar,3.8,500
Cafe Mist,JP Nagar,3.8,500
Deja Vu Resto Bar,Bannerghatta Road,4.4,900
Two Friends Cauldron,JP Nagar,4.1,700
Slate Cafe,JP Nagar,4.1,600
Cakewala,JP Nagar,4.1,500
Dream a Dozen,JP Nagar,4.3,300
Kanti Sweets,JP Nagar,4.0,400
Pancuzzi,JP Nagar,4.2,600
Roll Over,JP Nagar,4.1,500
Polar Bear,JP Nagar,4.2,400
Stoned Monkey,JP Nagar,3.9,500
World of Waffles,JP Nagar,3.9,400
TAB - Take A Break,JP Nagar,4.1,550
KC Das - Sai Sweets,JP Nagar,2.9,200
Multi Cakes,JP Nagar,3.8,200
Apsara Ice Cream,JP Nagar,4.3,200
Baskin Robbins,JP Nagar,3.9,250
Crafted Plate,JP Nagar,4.2,600
Cream Stone,JP Nagar,4.0,500
Sweet Truth,JP Nagar,3.8,500
Berrylicious,JP Nagar,3.8,400
Daily Bread,JP Nagar,3.2,600
Asha Sweets Centre,JP Nagar,3.9,250
Calvin's,JP Nagar,2.9,800
Keventers,JP Nagar,3.9,400
Taaza Mithai,JP Nagar,3.9,100
Bake Addiction,JP Nagar,4.1,500
Ice Land,JP Nagar,3.6,300
The Chocolate Room,JP Nagar,3.9,400
Natural Ice Cream,Bannerghatta Road,4.3,200
WAFL,Bannerghatta Road,4.0,400
Cold Stone Creamery,Bannerghatta Road,3.9,400
Milano Ice Cream,Jayanagar,4.5,400
Thyme & Whisk,Jayanagar,3.9,800
Corner House Ice Cream,Jayanagar,4.4,400
Tempteys,BTM,4.2,500
Bubblewrap Waffle Co.,Jayanagar,4.4,400
Desi Rasoi,Jayanagar,3.8,600
Ice Cream Works,Jayanagar,4.1,300
The Ganache Factory,Jayanagar,4.2,400
Shri Ram Sweet Centre,BTM,4.0,150
Waffle Stories,BTM,4.0,300
Bun Town,BTM,4.0,500
Tummy Fuel,Jayanagar,4.2,400
Ibaco,Jayanagar,4.0,300
Sri Venkateshwara Sweet Meat Stall,Jayanagar,4.1,250
Sri Devi Baker's,BTM,3.9,200
Divina - Eden Park Restaurants,Jayanagar,4.0,400
Shagun Sweets & Foods,BTM,3.5,400
Pabrai's Fresh and Naturelle Icecreams,BTM,3.7,300
Rock Stone Ice Cream Factory,BTM,4.0,230
Pop Hop,Jayanagar,4.1,300
Crumb Together,JP Nagar,4.1,1200
The Pump House,JP Nagar,4.3,1500
Brahma Brews,JP Nagar,,1400
Levitate Brewery and Kitchen,JP Nagar,,1500
Hakuna Matata,JP Nagar,4.5,1200
Barbeque Nation,JP Nagar,4.7,1600
Sattvam,JP Nagar,4.3,1200
Brewsky,JP Nagar,4.3,1600
Village - The Soul of India,JP Nagar,4.1,1000
Three Dots & A Dash,JP Nagar,4.3,1500
Hunger Camp,JP Nagar,4.6,1300
Kesariya,JP Nagar,4.2,1200
Stories,JP Nagar,4.2,1200
24th Main,JP Nagar,4.1,800
55 Wall Street,JP Nagar,3.9,1300
Le Arabia,JP Nagar,,600
Chulha Chauki Da Dhaba,JP Nagar,4.3,800
Zaitoon,JP Nagar,4.1,1000
1441 Pizzeria,JP Nagar,4.1,800
The Underpass Pub & Grub,JP Nagar,4.0,1500
Paradise,JP Nagar,4.0,800
Checkpost,JP Nagar,4.1,600
Baba Chatkora,JP Nagar,,1000
Mani's Dum Biryani,JP Nagar,4.2,750
Bottle Breacher,JP Nagar,4.1,1200
Two Friends Cauldron,JP Nagar,4.1,700
Nandhana Palace,JP Nagar,4.3,800
The Coastal Crew by Fujian on 24th,JP Nagar,4.2,1100
Rajdhani Thali Restaurant,JP Nagar,3.9,900
Dr. Sheesha,JP Nagar,4.1,800
Nourich,JP Nagar,,800
Tandoor And Spice,JP Nagar,4.0,550
Watson's,JP Nagar,4.0,1300
Churchill's,JP Nagar,4.1,1100
Skyline Pizzeria,JP Nagar,3.9,600
The Chervil,JP Nagar,4.1,1000
Andhra Ruchulu,JP Nagar,4.2,800
Mango Tree- The Beer Garden,JP Nagar,4.1,1200
Caffe Pascucci,JP Nagar,4.0,1300
Casa Piccosa,JP Nagar,4.1,1100
Nandhini Paradise,JP Nagar,3.8,600
D View Cafe,JP Nagar,4.0,1000
Oye Amritsar,JP Nagar,3.8,600
Machali Port,JP Nagar,3.9,750
Melt - Eden Park,JP Nagar,4.0,1000
Mockaholic Restro Beer Cafe,JP Nagar,3.9,1000
Mandi,JP Nagar,3.8,800
Vaathsalya Millet Cafe,JP Nagar,4.1,500
Oogway Express,JP Nagar,3.9,600
The Egg Factory,JP Nagar,4.0,750
Zhang's - Chinese Restaurant,JP Nagar,4.1,700
Coastal Mama,JP Nagar,4.1,700
The Jade Kitchen,JP Nagar,4.0,600
Parkview,JP Nagar,4.0,300
Namma Kudla,JP Nagar,4.0,400
Starbucks,JP Nagar,4.2,700
Shanghai Court,JP Nagar,4.1,700
Kakal-Kai Ruchi,JP Nagar,3.7,500
Waah Biryani,JP Nagar,3.8,350
Danapani,JP Nagar,3.8,500
Inchara,JP Nagar,3.7,950
Kabab Mehal,JP Nagar,3.8,400
Adithya,JP Nagar,4.0,450
Bikaner Jn,JP Nagar,3.9,300
Mudpipe Cafe,JP Nagar,3.9,800
Anjappar,JP Nagar,3.1,650
Pallavi North Indian Veg Restaurant,JP Nagar,3.7,450
Drunken Monkey,JP Nagar,3.7,400
Bhojohori Manna,JP Nagar,3.7,650
Nouvelle Garden,JP Nagar,3.7,900
TAB - Take A Break,JP Nagar,4.1,550
Chatori Gali,JP Nagar,2.9,600
Beijing Bites,JP Nagar,4.0,850
Onesta,JP Nagar,4.4,600
Royal Chef Naati Oota,JP Nagar,4.0,500
Shanthi Sagar,JP Nagar,3.6,400
White Horse,JP Nagar,3.8,400
Spice Code,JP Nagar,3.9,1000
Cafe Potpourri,JP Nagar,3.7,400
Crafted Plate,JP Nagar,4.2,600
Coconut Grove,JP Nagar,3.4,1100
Woody's,JP Nagar,2.6,650
Flow - Terrace Bar & Grill,JP Nagar,3.8,1000
Funky Punjab,JP Nagar,3.9,500
Vinaya Coffee Moments,JP Nagar,3.8,450
The Onyx - The HHI Select Bengaluru,JP Nagar,3.3,950
Spice Up,JP Nagar,3.8,600
Beach Hut,JP Nagar,3.5,650
Delhi Ke Bawarchi,JP Nagar,4.0,500
Zeeshan,JP Nagar,3.1,700
Cuppa,JP Nagar,3.4,550
Empire Restaurant,JP Nagar,4.1,750
Mast Kalandar,JP Nagar,2.3,450
Kamat Swaad,JP Nagar,3.9,400
New Prashanth Hotel,JP Nagar,3.0,750
Deccan Spice,JP Nagar,3.5,750
NEW SUNRISE RESTAURANTS,JP Nagar,2.7,500
Andhra Grills,JP Nagar,3.0,800
Chung Wah Opus,JP Nagar,3.0,650
Petoo,JP Nagar,3.7,800
Targaryen's Kitchen,JP Nagar,3.6,600
Skytouch Le Cafe,JP Nagar,3.7,700
Pizza Hut,JP Nagar,3.9,750
Sri Krishna Sagar,JP Nagar,3.0,300
Woodee Pizza,JP Nagar,2.7,500
Cafe Mist,JP Nagar,3.8,500
Amritsari Kulcha Land,JP Nagar,4.0,300
Mavalli Tiffin Room (MTR),JP Nagar,4.1,300
California Burrito,JP Nagar,4.1,400
Cheesiano Pizza,JP Nagar,4.0,700
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,3.6,300
KFC,JP Nagar,3.9,400
Momo Jojo,JP Nagar,4.3,300
The Hunger Room,JP Nagar,3.9,400
Dakshin Cafe,JP Nagar,4.1,100
Tasty Bites,JP Nagar,3.8,450
Faasos,JP Nagar,3.9,500
McDonald's,JP Nagar,3.8,500
Domino's Pizza,JP Nagar,4.0,400
Biggies Burger 'n' More,JP Nagar,4.1,400
The Foodyz,JP Nagar,3.7,500
Dosa Bazaar,JP Nagar,4.0,200
Meat And Eat,JP Nagar,3.7,500
More Pizza,JP Nagar,3.8,450
Bhukkhad Baba,JP Nagar,3.7,250
Punjabi Food Corner,JP Nagar,3.0,400
Paratha Plaza,JP Nagar,3.8,250
Prasiddhi Food Corner,JP Nagar,3.7,200
Grills & Rolls,JP Nagar,2.5,400
Subway,JP Nagar,4.0,600
Chaitanya Cafe,JP Nagar,3.9,300
SLV Restaurant,JP Nagar,4.2,300
Sree Krishna Kafe,JP Nagar,3.9,200
Pizza Stop,JP Nagar,3.9,600
Donne Biriyani House,JP Nagar,3.3,350
Vinaya Cafe,JP Nagar,3.7,200
Dal Roti,JP Nagar,3.7,150
Rolls On Wheels,JP Nagar,3.1,300
Calvin's,JP Nagar,2.9,800
Pappu Chaiwalla,JP Nagar,3.6,300
Cafe Bollywood,JP Nagar,3.4,200
The Chocolate Room,JP Nagar,3.9,400
Five Star Chicken,JP Nagar,3.9,300
Deja Vu Resto Bar,Bannerghatta Road,4.4,900
The Yellow Submarine,Bannerghatta Road,4.4,1200
Chianti,Bannerghatta Road,4.5,1500
Chavadi,Bannerghatta Road,4.4,1200
Public - The Rooftop Bar And Kitchen,Bannerghatta Road,4.3,1000
Nagarjuna,Bannerghatta Road,4.2,800
Fattoush,Bannerghatta Road,4.2,1000
Galito's,Bannerghatta Road,4.6,1000
Hyderabad Biryaani House,Bannerghatta Road,3.6,550
Chung Wah,Bannerghatta Road,4.0,800
Punjabi Times,Bannerghatta Road,4.1,1000
Dadi's Dum Biryani,Bannerghatta Road,4.0,800
Kundana,Bannerghatta Road,3.7,800
Vaho Kafe & Pressery,Bannerghatta Road,3.9,500
Dreamcatcher,Bannerghatta Road,3.9,600
A2B - Adyar Ananda Bhavan,Bannerghatta Road,2.7,400
Malhar Maharashtrian Cuisine,Bannerghatta Road,4.0,500
Hyderabadi Bawarchi,Bannerghatta Road,3.2,500
Marwa Restaurant,Bannerghatta Road,3.5,600
Chow San,Bannerghatta Road,3.1,500
Guru Garden,Bannerghatta Road,2.9,450
Guru Paradise,Bannerghatta Road,2.9,1000
Status,Bannerghatta Road,3.3,600
Athithi,Bannerghatta Road,2.8,650
Zhangs Classic,Bannerghatta Road,2.6,600
Coastal Inn,Bannerghatta Road,3.4,800
Aramane Restaurant,Bannerghatta Road,2.9,800
Tandoor Hut,Bannerghatta Road,2.2,750
Vasudev Adiga's,Bannerghatta Road,2.3,250
Polar Bear,Bannerghatta Road,3.9,400
Green Onion,Bannerghatta Road,3.3,400
Punjabi Corner,Bannerghatta Road,3.9,250
Garma Garam,Bannerghatta Road,3.2,350
Taco Bell,Bannerghatta Road,4.0,600
Shuddh Desi Khana,Bannerghatta Road,4.1,400
Burger King,Bannerghatta Road,3.2,600
Bangaliana,Bannerghatta Road,2.9,600
Smoke - The Sizzler House,Bannerghatta Road,3.8,1100
Panchami Garden,Bannerghatta Road,3.5,400
Hotel Aradhana,Bannerghatta Road,3.7,300
Paratha Junction,Bannerghatta Road,2.4,300
Nellore Bhojanam,Bannerghatta Road,3.1,250
AB's - Absolute Barbecues,BTM,4.9,1600
Shivaji Military Hotel,Jayanagar,4.3,450
Sea Lions BBQ & Grills,Jayanagar,4.6,1100
Go Native,Jayanagar,4.3,800
Cable Car,Jayanagar,4.3,1000
"3B's - Buddies, Bar & Barbecues",BTM,4.4,1100
Once Upon a Rooftop,Jayanagar,4.3,1000
Thyme & Whisk,Jayanagar,3.9,800
Fusion Theory,Jayanagar,,700
Protein Grillhouse,Jayanagar,4.2,800
Alchemy Coffee Roasters,Jayanagar,4.2,500
Shanmukha,Jayanagar,4.4,800
Al-Bek,Jayanagar,3.9,650
Eshanya,Jayanagar,4.1,1000
Mainland China,Jayanagar,4.3,1700
Karma Kaapi,Jayanagar,4.4,250
Patio 805,Jayanagar,4.1,1200
Narmadha's Hyderabad Biriyani,BTM,3.9,550
La Casa,Jayanagar,3.7,800
SlimSins Cafe,Jayanagar,4.1,850
Desi Rasoi,Jayanagar,3.8,600
Bathinda Junction,BTM,3.8,600
The Krishna Grand Xpress,Jayanagar,4.0,350
New Kabab Plaza,BTM,3.7,500
Ruh's Cafe,BTM,4.1,500
Ivy,Kumaraswamy Layout,3.8,600
Euki,Jayanagar,4.1,900
Hiyar Majhe Kolkata,BTM,3.9,400
Kabab Magic,Jayanagar,4.0,500
Sri Udupi Food Hub,Jayanagar,4.1,500
The Airos,Jayanagar,4.1,650
Curry Leaves,Jayanagar,3.8,600
Birinz,BTM,4.1,700
